Chromosome	Start	Final	Density
chr27	938001	939001	0.013392857
chr27	940001	941001	0.013392857
chr27	942001	943001	0.013392857
chr27	944001	945001	0.013392857
chr27	945001	946001	0.013392857
chr27	946001	947001	0.013392857
chr27	949001	950001	0.013392857
chr27	956001	957001	0.013392857
chr27	962001	963001	0.013392857
chr27	996001	997001	0.013392857
chr27	1002001	1003001	0.013392857
chr27	1011001	1012001	0.013392857
chr27	1013001	1014001	0.013392857
chr27	1024001	1025001	0.013392857
chr27	1034001	1035001	0.013392857
chr27	1043001	1044001	0.013392857
chr28	4001	5001	0.013392857
chr28	8001	9001	0.013392857
chr28	26001	27001	0.013392857
chr28	29001	30001	0.013392857
chr28	63001	64001	0.013392857
chr28	64001	65001	0.013392857
chr28	66001	67001	0.013392857
chr28	89001	90001	0.013392857
chr28	100001	101001	0.013392857
chr28	116001	117001	0.013392857
chr28	159001	160001	0.013392857
chr28	165001	166001	0.013392857
chr28	168001	169001	0.013392857
chr28	173001	174001	0.013392857
chr28	182001	183001	0.013392857
chr28	188001	189001	0.013392857
chr28	190001	191001	0.013392857
chr28	194001	195001	0.013392857
chr28	224001	225001	0.013392857
chr28	225001	226001	0.013392857
chr28	243001	244001	0.013392857
chr28	248001	249001	0.013392857
chr28	258001	259001	0.013392857
chr28	261001	262001	0.013392857
chr28	274001	275001	0.013392857
chr28	283001	284001	0.013392857
chr28	309001	310001	0.013392857
chr28	316001	317001	0.013392857
chr28	317001	318001	0.013392857
chr28	321001	322001	0.013392857
chr28	322001	323001	0.013392857
chr28	328001	329001	0.013392857
chr28	338001	339001	0.013392857
chr28	344001	345001	0.013392857
chr28	348001	349001	0.013392857
chr28	351001	352001	0.013392857
chr28	353001	354001	0.013392857
chr28	354001	355001	0.013392857
chr28	358001	359001	0.013392857
chr28	373001	374001	0.013392857
chr28	385001	386001	0.013392857
chr28	386001	387001	0.013392857
chr28	389001	390001	0.013392857
chr28	411001	412001	0.013392857
chr28	422001	423001	0.013392857
chr28	436001	437001	0.013392857
chr28	442001	443001	0.013392857
chr28	453001	454001	0.013392857
chr28	460001	461001	0.013392857
chr28	462001	463001	0.013392857
chr28	467001	468001	0.013392857
chr28	480001	481001	0.013392857
chr28	485001	486001	0.013392857
chr28	486001	487001	0.013392857
chr28	499001	500001	0.013392857
chr28	516001	517001	0.013392857
chr28	519001	520001	0.013392857
chr28	531001	532001	0.013392857
chr28	534001	535001	0.013392857
chr28	536001	537001	0.013392857
chr28	550001	551001	0.013392857
chr28	560001	561001	0.013392857
chr28	561001	562001	0.013392857
chr28	570001	571001	0.013392857
chr28	573001	574001	0.013392857
chr28	585001	586001	0.013392857
chr28	592001	593001	0.013392857
chr28	616001	617001	0.013392857
chr28	631001	632001	0.013392857
chr28	632001	633001	0.013392857
chr28	645001	646001	0.013392857
chr28	651001	652001	0.013392857
chr28	655001	656001	0.013392857
chr28	663001	664001	0.013392857
chr28	665001	666001	0.013392857
chr28	668001	669001	0.013392857
chr28	675001	676001	0.013392857
chr28	681001	682001	0.013392857
chr28	683001	684001	0.013392857
chr28	687001	688001	0.013392857
chr28	688001	689001	0.013392857
chr28	690001	691001	0.013392857
chr28	694001	695001	0.013392857
chr28	727001	728001	0.013392857
chr28	728001	729001	0.013392857
chr28	734001	735001	0.013392857
chr28	740001	741001	0.013392857
chr28	741001	742001	0.013392857
chr28	747001	748001	0.013392857
chr28	753001	754001	0.013392857
chr28	763001	764001	0.013392857
chr28	764001	765001	0.013392857
chr28	790001	791001	0.013392857
chr28	800001	801001	0.013392857
chr28	802001	803001	0.013392857
chr28	825001	826001	0.013392857
chr28	835001	836001	0.013392857
chr28	838001	839001	0.013392857
chr28	851001	852001	0.013392857
chr28	852001	853001	0.013392857
chr28	860001	861001	0.013392857
chr28	864001	865001	0.013392857
chr28	883001	884001	0.013392857
chr28	885001	886001	0.013392857
chr28	887001	888001	0.013392857
chr28	891001	892001	0.013392857
chr28	896001	897001	0.013392857
chr28	916001	917001	0.013392857
chr28	917001	918001	0.013392857
chr28	920001	921001	0.013392857
chr28	925001	926001	0.013392857
chr28	930001	931001	0.013392857
chr28	932001	933001	0.013392857
chr28	933001	934001	0.013392857
chr28	936001	937001	0.013392857
chr28	937001	938001	0.013392857
chr28	943001	944001	0.013392857
chr28	948001	949001	0.013392857
chr28	953001	954001	0.013392857
chr28	973001	974001	0.013392857
chr28	991001	992001	0.013392857
chr28	992001	993001	0.013392857
chr28	996001	997001	0.013392857
chr28	1005001	1006001	0.013392857
chr28	1010001	1011001	0.013392857
chr28	1020001	1021001	0.013392857
chr28	1024001	1025001	0.013392857
chr28	1026001	1027001	0.013392857
chr28	1027001	1028001	0.013392857
chr28	1030001	1031001	0.013392857
chr28	1037001	1038001	0.013392857
chr28	1045001	1046001	0.013392857
chr28	1053001	1054001	0.013392857
chr28	1065001	1066001	0.013392857
chr28	1067001	1068001	0.013392857
chr28	1093001	1094001	0.013392857
chr28	1121001	1122001	0.013392857
chr28	1129001	1130001	0.013392857
chr28	1130001	1131001	0.013392857
chr28	1133001	1134001	0.013392857
chr29	15001	16001	0.013392857
chr29	21001	22001	0.013392857
chr29	29001	30001	0.013392857
chr29	45001	46001	0.013392857
chr29	51001	52001	0.013392857
chr29	58001	59001	0.013392857
chr29	61001	62001	0.013392857
chr29	65001	66001	0.013392857
chr29	85001	86001	0.013392857
chr29	90001	91001	0.013392857
chr29	101001	102001	0.013392857
chr29	104001	105001	0.013392857
chr29	113001	114001	0.013392857
chr29	120001	121001	0.013392857
chr29	127001	128001	0.013392857
chr29	141001	142001	0.013392857
chr29	155001	156001	0.013392857
chr29	156001	157001	0.013392857
chr29	158001	159001	0.013392857
chr29	182001	183001	0.013392857
chr29	210001	211001	0.013392857
chr29	214001	215001	0.013392857
chr29	243001	244001	0.013392857
chr29	259001	260001	0.013392857
chr29	283001	284001	0.013392857
chr29	284001	285001	0.013392857
chr29	300001	301001	0.013392857
chr29	311001	312001	0.013392857
chr29	336001	337001	0.013392857
chr29	337001	338001	0.013392857
chr29	340001	341001	0.013392857
chr29	341001	342001	0.013392857
chr29	343001	344001	0.013392857
chr29	355001	356001	0.013392857
chr29	360001	361001	0.013392857
chr29	365001	366001	0.013392857
chr29	370001	371001	0.013392857
chr29	371001	372001	0.013392857
chr29	373001	374001	0.013392857
chr29	382001	383001	0.013392857
chr29	394001	395001	0.013392857
chr29	396001	397001	0.013392857
chr29	402001	403001	0.013392857
chr29	406001	407001	0.013392857
chr29	422001	423001	0.013392857
chr29	426001	427001	0.013392857
chr29	428001	429001	0.013392857
chr29	430001	431001	0.013392857
chr29	448001	449001	0.013392857
chr29	511001	512001	0.013392857
chr29	526001	527001	0.013392857
chr29	531001	532001	0.013392857
chr29	534001	535001	0.013392857
chr29	538001	539001	0.013392857
chr29	559001	560001	0.013392857
chr29	560001	561001	0.013392857
chr29	562001	563001	0.013392857
chr29	563001	564001	0.013392857
chr29	566001	567001	0.013392857
chr29	571001	572001	0.013392857
chr29	573001	574001	0.013392857
chr29	575001	576001	0.013392857
chr29	579001	580001	0.013392857
chr29	586001	587001	0.013392857
chr29	593001	594001	0.013392857
chr29	598001	599001	0.013392857
chr29	609001	610001	0.013392857
chr29	616001	617001	0.013392857
chr29	627001	628001	0.013392857
chr29	631001	632001	0.013392857
chr29	636001	637001	0.013392857
chr29	637001	638001	0.013392857
chr29	648001	649001	0.013392857
chr29	654001	655001	0.013392857
chr29	672001	673001	0.013392857
chr29	677001	678001	0.013392857
chr29	683001	684001	0.013392857
chr29	697001	698001	0.013392857
chr29	717001	718001	0.013392857
chr29	725001	726001	0.013392857
chr29	734001	735001	0.013392857
chr29	744001	745001	0.013392857
chr29	746001	747001	0.013392857
chr29	749001	750001	0.013392857
chr29	754001	755001	0.013392857
chr29	762001	763001	0.013392857
chr29	769001	770001	0.013392857
chr29	785001	786001	0.013392857
chr29	787001	788001	0.013392857
chr29	788001	789001	0.013392857
chr29	802001	803001	0.013392857
chr29	803001	804001	0.013392857
chr29	808001	809001	0.013392857
chr29	828001	829001	0.013392857
chr29	836001	837001	0.013392857
chr29	868001	869001	0.013392857
chr29	871001	872001	0.013392857
chr29	875001	876001	0.013392857
chr29	876001	877001	0.013392857
chr29	886001	887001	0.013392857
chr29	915001	916001	0.013392857
chr29	923001	924001	0.013392857
chr29	929001	930001	0.013392857
chr29	939001	940001	0.013392857
chr29	961001	962001	0.013392857
chr29	971001	972001	0.013392857
chr29	985001	986001	0.013392857
chr29	987001	988001	0.013392857
chr29	991001	992001	0.013392857
chr29	996001	997001	0.013392857
chr29	1005001	1006001	0.013392857
chr29	1017001	1018001	0.013392857
chr29	1021001	1022001	0.013392857
chr29	1027001	1028001	0.013392857
chr29	1056001	1057001	0.013392857
chr29	1059001	1060001	0.013392857
chr29	1064001	1065001	0.013392857
chr29	1066001	1067001	0.013392857
chr29	1067001	1068001	0.013392857
chr29	1073001	1074001	0.013392857
chr29	1083001	1084001	0.013392857
chr29	1086001	1087001	0.013392857
chr29	1095001	1096001	0.013392857
chr29	1113001	1114001	0.013392857
chr29	1128001	1129001	0.013392857
chr29	1133001	1134001	0.013392857
chr29	1140001	1141001	0.013392857
chr29	1163001	1164001	0.013392857
chr29	1166001	1167001	0.013392857
chr29	1177001	1178001	0.013392857
chr29	1179001	1180001	0.013392857
chr29	1183001	1184001	0.013392857
chr29	1188001	1189001	0.013392857
chr29	1208001	1209001	0.013392857
chr29	1217001	1218001	0.013392857
chr29	1227001	1228001	0.013392857
chr29	1241001	1242001	0.013392857
chr29	1246001	1247001	0.013392857
chr29	1248001	1249001	0.013392857
chr29	1258001	1259001	0.013392857
chr29	1276001	1277001	0.013392857
chr29	1287001	1288001	0.013392857
chr29	1290001	1291001	0.013392857
chr29	1294001	1295001	0.013392857
chr29	1303001	1304001	0.013392857
chr29	1304001	1305001	0.013392857
chr29	1307001	1308001	0.013392857
chr29	1310001	1311001	0.013392857
chr29	1317001	1318001	0.013392857
chr30	2001	3001	0.013392857
chr30	8001	9001	0.013392857
chr30	9001	10001	0.013392857
chr30	13001	14001	0.013392857
chr30	16001	17001	0.013392857
chr30	20001	21001	0.013392857
chr30	25001	26001	0.013392857
chr30	62001	63001	0.013392857
chr30	65001	66001	0.013392857
chr30	67001	68001	0.013392857
chr30	68001	69001	0.013392857
chr30	78001	79001	0.013392857
chr30	82001	83001	0.013392857
chr30	83001	84001	0.013392857
chr30	86001	87001	0.013392857
chr30	92001	93001	0.013392857
chr30	112001	113001	0.013392857
chr30	114001	115001	0.013392857
chr30	125001	126001	0.013392857
chr30	188001	189001	0.013392857
chr30	189001	190001	0.013392857
chr30	194001	195001	0.013392857
chr30	204001	205001	0.013392857
chr30	207001	208001	0.013392857
chr30	208001	209001	0.013392857
chr30	209001	210001	0.013392857
chr30	213001	214001	0.013392857
chr30	214001	215001	0.013392857
chr30	234001	235001	0.013392857
chr30	247001	248001	0.013392857
chr30	258001	259001	0.013392857
chr30	268001	269001	0.013392857
chr30	274001	275001	0.013392857
chr30	278001	279001	0.013392857
chr30	279001	280001	0.013392857
chr30	286001	287001	0.013392857
chr30	295001	296001	0.013392857
chr30	325001	326001	0.013392857
chr30	370001	371001	0.013392857
chr30	393001	394001	0.013392857
chr30	400001	401001	0.013392857
chr30	417001	418001	0.013392857
chr30	457001	458001	0.013392857
chr30	458001	459001	0.013392857
chr30	470001	471001	0.013392857
chr30	475001	476001	0.013392857
chr30	507001	508001	0.013392857
chr30	511001	512001	0.013392857
chr30	532001	533001	0.013392857
chr30	535001	536001	0.013392857
chr30	537001	538001	0.013392857
chr30	541001	542001	0.013392857
chr30	549001	550001	0.013392857
chr30	556001	557001	0.013392857
chr30	586001	587001	0.013392857
chr30	587001	588001	0.013392857
chr30	594001	595001	0.013392857
chr30	608001	609001	0.013392857
chr30	640001	641001	0.013392857
chr30	644001	645001	0.013392857
chr30	682001	683001	0.013392857
chr30	684001	685001	0.013392857
chr30	686001	687001	0.013392857
chr30	721001	722001	0.013392857
chr30	726001	727001	0.013392857
chr30	731001	732001	0.013392857
chr30	748001	749001	0.013392857
chr30	753001	754001	0.013392857
chr30	757001	758001	0.013392857
chr30	764001	765001	0.013392857
chr30	769001	770001	0.013392857
chr30	777001	778001	0.013392857
chr30	781001	782001	0.013392857
chr30	782001	783001	0.013392857
chr30	797001	798001	0.013392857
chr30	803001	804001	0.013392857
chr30	816001	817001	0.013392857
chr30	834001	835001	0.013392857
chr30	835001	836001	0.013392857
chr30	837001	838001	0.013392857
chr30	851001	852001	0.013392857
chr30	854001	855001	0.013392857
chr30	855001	856001	0.013392857
chr30	901001	902001	0.013392857
chr30	907001	908001	0.013392857
chr30	918001	919001	0.013392857
chr30	922001	923001	0.013392857
chr30	936001	937001	0.013392857
chr30	947001	948001	0.013392857
chr30	949001	950001	0.013392857
chr30	965001	966001	0.013392857
chr30	980001	981001	0.013392857
chr30	997001	998001	0.013392857
chr30	1007001	1008001	0.013392857
chr30	1015001	1016001	0.013392857
chr30	1022001	1023001	0.013392857
chr30	1024001	1025001	0.013392857
chr30	1032001	1033001	0.013392857
chr30	1034001	1035001	0.013392857
chr30	1042001	1043001	0.013392857
chr30	1052001	1053001	0.013392857
chr30	1065001	1066001	0.013392857
chr30	1074001	1075001	0.013392857
chr30	1080001	1081001	0.013392857
chr30	1083001	1084001	0.013392857
chr30	1096001	1097001	0.013392857
chr30	1099001	1100001	0.013392857
chr30	1105001	1106001	0.013392857
chr30	1108001	1109001	0.013392857
chr30	1145001	1146001	0.013392857
chr30	1148001	1149001	0.013392857
chr30	1156001	1157001	0.013392857
chr30	1158001	1159001	0.013392857
chr30	1161001	1162001	0.013392857
chr30	1170001	1171001	0.013392857
chr30	1186001	1187001	0.013392857
chr30	1193001	1194001	0.013392857
chr30	1207001	1208001	0.013392857
chr30	1208001	1209001	0.013392857
chr30	1210001	1211001	0.013392857
chr30	1228001	1229001	0.013392857
chr30	1232001	1233001	0.013392857
chr30	1242001	1243001	0.013392857
chr30	1246001	1247001	0.013392857
chr30	1267001	1268001	0.013392857
chr30	1268001	1269001	0.013392857
chr30	1273001	1274001	0.013392857
chr30	1309001	1310001	0.013392857
chr30	1334001	1335001	0.013392857
chr30	1336001	1337001	0.013392857
chr30	1352001	1353001	0.013392857
chr30	1358001	1359001	0.013392857
chr30	1362001	1363001	0.013392857
chr30	1369001	1370001	0.013392857
chr30	1404001	1405001	0.013392857
chr30	1405001	1406001	0.013392857
chr30	1408001	1409001	0.013392857
chr30	1411001	1412001	0.013392857
chr30	1414001	1415001	0.013392857
chr30	1421001	1422001	0.013392857
chr30	1429001	1430001	0.013392857
chr31	2001	3001	0.013392857
chr31	26001	27001	0.013392857
chr31	32001	33001	0.013392857
chr31	50001	51001	0.013392857
chr31	55001	56001	0.013392857
chr31	57001	58001	0.013392857
chr31	58001	59001	0.013392857
chr31	61001	62001	0.013392857
chr31	68001	69001	0.013392857
chr31	92001	93001	0.013392857
chr31	101001	102001	0.013392857
chr31	126001	127001	0.013392857
chr31	138001	139001	0.013392857
chr31	145001	146001	0.013392857
chr31	153001	154001	0.013392857
chr31	198001	199001	0.013392857
chr31	201001	202001	0.013392857
chr31	205001	206001	0.013392857
chr31	214001	215001	0.013392857
chr31	242001	243001	0.013392857
chr31	255001	256001	0.013392857
chr31	267001	268001	0.013392857
chr31	269001	270001	0.013392857
chr31	270001	271001	0.013392857
chr31	274001	275001	0.013392857
chr31	283001	284001	0.013392857
chr31	289001	290001	0.013392857
chr31	298001	299001	0.013392857
chr31	301001	302001	0.013392857
chr31	303001	304001	0.013392857
chr31	308001	309001	0.013392857
chr31	310001	311001	0.013392857
chr31	312001	313001	0.013392857
chr31	313001	314001	0.013392857
chr31	324001	325001	0.013392857
chr31	338001	339001	0.013392857
chr31	344001	345001	0.013392857
chr31	347001	348001	0.013392857
chr31	348001	349001	0.013392857
chr31	350001	351001	0.013392857
chr31	360001	361001	0.013392857
chr31	372001	373001	0.013392857
chr31	377001	378001	0.013392857
chr31	387001	388001	0.013392857
chr31	388001	389001	0.013392857
chr31	397001	398001	0.013392857
chr31	404001	405001	0.013392857
chr31	405001	406001	0.013392857
chr31	411001	412001	0.013392857
chr31	414001	415001	0.013392857
chr31	415001	416001	0.013392857
chr31	441001	442001	0.013392857
chr31	453001	454001	0.013392857
chr31	458001	459001	0.013392857
chr31	465001	466001	0.013392857
chr31	469001	470001	0.013392857
chr31	472001	473001	0.013392857
chr31	492001	493001	0.013392857
chr31	498001	499001	0.013392857
chr31	500001	501001	0.013392857
chr31	514001	515001	0.013392857
chr31	519001	520001	0.013392857
chr31	523001	524001	0.013392857
chr31	530001	531001	0.013392857
chr31	532001	533001	0.013392857
chr31	548001	549001	0.013392857
chr31	549001	550001	0.013392857
chr31	551001	552001	0.013392857
chr31	554001	555001	0.013392857
chr31	587001	588001	0.013392857
chr31	590001	591001	0.013392857
chr31	595001	596001	0.013392857
chr31	602001	603001	0.013392857
chr31	610001	611001	0.013392857
chr31	613001	614001	0.013392857
chr31	615001	616001	0.013392857
chr31	633001	634001	0.013392857
chr31	639001	640001	0.013392857
chr31	646001	647001	0.013392857
chr31	648001	649001	0.013392857
chr31	650001	651001	0.013392857
chr31	654001	655001	0.013392857
chr31	661001	662001	0.013392857
chr31	675001	676001	0.013392857
chr31	677001	678001	0.013392857
chr31	688001	689001	0.013392857
chr31	708001	709001	0.013392857
chr31	727001	728001	0.013392857
chr31	729001	730001	0.013392857
chr31	755001	756001	0.013392857
chr31	768001	769001	0.013392857
chr31	771001	772001	0.013392857
chr31	776001	777001	0.013392857
chr31	781001	782001	0.013392857
chr31	789001	790001	0.013392857
chr31	792001	793001	0.013392857
chr31	800001	801001	0.013392857
chr31	805001	806001	0.013392857
chr31	808001	809001	0.013392857
chr31	813001	814001	0.013392857
chr31	825001	826001	0.013392857
chr31	838001	839001	0.013392857
chr31	842001	843001	0.013392857
chr31	845001	846001	0.013392857
chr31	847001	848001	0.013392857
chr31	855001	856001	0.013392857
chr31	861001	862001	0.013392857
chr31	875001	876001	0.013392857
chr31	879001	880001	0.013392857
chr31	890001	891001	0.013392857
chr31	893001	894001	0.013392857
chr31	896001	897001	0.013392857
chr31	909001	910001	0.013392857
chr31	934001	935001	0.013392857
chr31	937001	938001	0.013392857
chr31	938001	939001	0.013392857
chr31	961001	962001	0.013392857
chr31	972001	973001	0.013392857
chr31	973001	974001	0.013392857
chr31	974001	975001	0.013392857
chr31	976001	977001	0.013392857
chr31	979001	980001	0.013392857
chr31	991001	992001	0.013392857
chr31	1000001	1001001	0.013392857
chr31	1009001	1010001	0.013392857
chr31	1010001	1011001	0.013392857
chr31	1032001	1033001	0.013392857
chr31	1047001	1048001	0.013392857
chr31	1051001	1052001	0.013392857
chr31	1060001	1061001	0.013392857
chr31	1066001	1067001	0.013392857
chr31	1084001	1085001	0.013392857
chr31	1085001	1086001	0.013392857
chr31	1090001	1091001	0.013392857
chr31	1105001	1106001	0.013392857
chr31	1121001	1122001	0.013392857
chr31	1126001	1127001	0.013392857
chr31	1129001	1130001	0.013392857
chr31	1143001	1144001	0.013392857
chr31	1145001	1146001	0.013392857
chr31	1150001	1151001	0.013392857
chr31	1156001	1157001	0.013392857
chr31	1159001	1160001	0.013392857
chr31	1165001	1166001	0.013392857
chr31	1169001	1170001	0.013392857
chr31	1172001	1173001	0.013392857
chr31	1198001	1199001	0.013392857
chr31	1199001	1200001	0.013392857
chr31	1208001	1209001	0.013392857
chr31	1210001	1211001	0.013392857
chr31	1211001	1212001	0.013392857
chr31	1271001	1272001	0.013392857
chr31	1274001	1275001	0.013392857
chr31	1277001	1278001	0.013392857
chr31	1315001	1316001	0.013392857
chr31	1321001	1322001	0.013392857
chr31	1328001	1329001	0.013392857
chr31	1331001	1332001	0.013392857
chr31	1333001	1334001	0.013392857
chr31	1345001	1346001	0.013392857
chr31	1350001	1351001	0.013392857
chr31	1362001	1363001	0.013392857
chr31	1364001	1365001	0.013392857
chr31	1377001	1378001	0.013392857
chr31	1394001	1395001	0.013392857
chr31	1409001	1410001	0.013392857
chr31	1435001	1436001	0.013392857
chr31	1447001	1448001	0.013392857
chr31	1455001	1456001	0.013392857
chr31	1471001	1472001	0.013392857
chr31	1477001	1478001	0.013392857
chr31	1485001	1486001	0.013392857
chr31	1506001	1507001	0.013392857
chr31	1516001	1517001	0.013392857
chr31	1517001	1518001	0.013392857
chr31	1520001	1521001	0.013392857
chr32	1001	2001	0.013392857
chr32	5001	6001	0.013392857
chr32	16001	17001	0.013392857
chr32	22001	23001	0.013392857
chr32	29001	30001	0.013392857
chr32	42001	43001	0.013392857
chr32	53001	54001	0.013392857
chr32	54001	55001	0.013392857
chr32	60001	61001	0.013392857
chr32	85001	86001	0.013392857
chr32	92001	93001	0.013392857
chr32	107001	108001	0.013392857
chr32	111001	112001	0.013392857
chr32	115001	116001	0.013392857
chr32	128001	129001	0.013392857
chr32	129001	130001	0.013392857
chr32	133001	134001	0.013392857
chr32	134001	135001	0.013392857
chr32	139001	140001	0.013392857
chr32	140001	141001	0.013392857
chr32	144001	145001	0.013392857
chr32	146001	147001	0.013392857
chr32	157001	158001	0.013392857
chr32	165001	166001	0.013392857
chr32	173001	174001	0.013392857
chr32	178001	179001	0.013392857
chr32	189001	190001	0.013392857
chr32	200001	201001	0.013392857
chr32	215001	216001	0.013392857
chr32	216001	217001	0.013392857
chr32	232001	233001	0.013392857
chr32	235001	236001	0.013392857
chr32	237001	238001	0.013392857
chr32	240001	241001	0.013392857
chr32	250001	251001	0.013392857
chr32	257001	258001	0.013392857
chr32	265001	266001	0.013392857
chr32	266001	267001	0.013392857
chr32	267001	268001	0.013392857
chr32	283001	284001	0.013392857
chr32	287001	288001	0.013392857
chr32	296001	297001	0.013392857
chr32	306001	307001	0.013392857
chr32	310001	311001	0.013392857
chr32	311001	312001	0.013392857
chr32	314001	315001	0.013392857
chr32	318001	319001	0.013392857
chr32	327001	328001	0.013392857
chr32	338001	339001	0.013392857
chr32	339001	340001	0.013392857
chr32	342001	343001	0.013392857
chr32	363001	364001	0.013392857
chr32	365001	366001	0.013392857
chr32	366001	367001	0.013392857
chr32	373001	374001	0.013392857
chr32	378001	379001	0.013392857
chr32	383001	384001	0.013392857
chr32	385001	386001	0.013392857
chr32	389001	390001	0.013392857
chr32	401001	402001	0.013392857
chr32	405001	406001	0.013392857
chr32	409001	410001	0.013392857
chr32	412001	413001	0.013392857
chr32	432001	433001	0.013392857
chr32	438001	439001	0.013392857
chr32	451001	452001	0.013392857
chr32	470001	471001	0.013392857
chr32	474001	475001	0.013392857
chr32	518001	519001	0.013392857
chr32	527001	528001	0.013392857
chr32	560001	561001	0.013392857
chr32	575001	576001	0.013392857
chr32	576001	577001	0.013392857
chr32	580001	581001	0.013392857
chr32	582001	583001	0.013392857
chr32	583001	584001	0.013392857
chr32	584001	585001	0.013392857
chr32	606001	607001	0.013392857
chr32	610001	611001	0.013392857
chr32	619001	620001	0.013392857
chr32	625001	626001	0.013392857
chr32	632001	633001	0.013392857
chr32	645001	646001	0.013392857
chr32	663001	664001	0.013392857
chr32	667001	668001	0.013392857
chr32	676001	677001	0.013392857
chr32	680001	681001	0.013392857
chr32	697001	698001	0.013392857
chr32	715001	716001	0.013392857
chr32	719001	720001	0.013392857
chr32	724001	725001	0.013392857
chr32	728001	729001	0.013392857
chr32	752001	753001	0.013392857
chr32	760001	761001	0.013392857
chr32	762001	763001	0.013392857
chr32	794001	795001	0.013392857
chr32	809001	810001	0.013392857
chr32	821001	822001	0.013392857
chr32	823001	824001	0.013392857
chr32	832001	833001	0.013392857
chr32	838001	839001	0.013392857
chr32	851001	852001	0.013392857
chr32	880001	881001	0.013392857
chr32	892001	893001	0.013392857
chr32	894001	895001	0.013392857
chr32	933001	934001	0.013392857
chr32	961001	962001	0.013392857
chr32	966001	967001	0.013392857
chr32	982001	983001	0.013392857
chr32	988001	989001	0.013392857
chr32	991001	992001	0.013392857
chr32	995001	996001	0.013392857
chr32	999001	1000001	0.013392857
chr32	1001001	1002001	0.013392857
chr32	1038001	1039001	0.013392857
chr32	1042001	1043001	0.013392857
chr32	1048001	1049001	0.013392857
chr32	1057001	1058001	0.013392857
chr32	1063001	1064001	0.013392857
chr32	1070001	1071001	0.013392857
chr32	1074001	1075001	0.013392857
chr32	1075001	1076001	0.013392857
chr32	1078001	1079001	0.013392857
chr32	1092001	1093001	0.013392857
chr32	1099001	1100001	0.013392857
chr32	1100001	1101001	0.013392857
chr32	1116001	1117001	0.013392857
chr32	1140001	1141001	0.013392857
chr32	1144001	1145001	0.013392857
chr32	1149001	1150001	0.013392857
chr32	1160001	1161001	0.013392857
chr32	1161001	1162001	0.013392857
chr32	1169001	1170001	0.013392857
chr32	1170001	1171001	0.013392857
chr32	1179001	1180001	0.013392857
chr32	1196001	1197001	0.013392857
chr32	1210001	1211001	0.013392857
chr32	1217001	1218001	0.013392857
chr32	1218001	1219001	0.013392857
chr32	1220001	1221001	0.013392857
chr32	1228001	1229001	0.013392857
chr32	1236001	1237001	0.013392857
chr32	1240001	1241001	0.013392857
chr32	1246001	1247001	0.013392857
chr32	1247001	1248001	0.013392857
chr32	1248001	1249001	0.013392857
chr32	1250001	1251001	0.013392857
chr32	1253001	1254001	0.013392857
chr32	1259001	1260001	0.013392857
chr32	1260001	1261001	0.013392857
chr32	1261001	1262001	0.013392857
chr32	1270001	1271001	0.013392857
chr32	1278001	1279001	0.013392857
chr32	1291001	1292001	0.013392857
chr32	1292001	1293001	0.013392857
chr32	1298001	1299001	0.013392857
chr32	1300001	1301001	0.013392857
chr32	1306001	1307001	0.013392857
chr32	1307001	1308001	0.013392857
chr32	1313001	1314001	0.013392857
chr32	1315001	1316001	0.013392857
chr32	1322001	1323001	0.013392857
chr32	1327001	1328001	0.013392857
chr32	1346001	1347001	0.013392857
chr32	1353001	1354001	0.013392857
chr32	1373001	1374001	0.013392857
chr32	1405001	1406001	0.013392857
chr33	7001	8001	0.013392857
chr33	42001	43001	0.013392857
chr33	63001	64001	0.013392857
chr33	65001	66001	0.013392857
chr33	68001	69001	0.013392857
chr33	76001	77001	0.013392857
chr33	82001	83001	0.013392857
chr33	85001	86001	0.013392857
chr33	87001	88001	0.013392857
chr33	102001	103001	0.013392857
chr33	118001	119001	0.013392857
chr33	119001	120001	0.013392857
chr33	135001	136001	0.013392857
chr33	151001	152001	0.013392857
chr33	157001	158001	0.013392857
chr33	169001	170001	0.013392857
chr33	182001	183001	0.013392857
chr33	183001	184001	0.013392857
chr33	184001	185001	0.013392857
chr33	200001	201001	0.013392857
chr33	210001	211001	0.013392857
chr33	212001	213001	0.013392857
chr33	214001	215001	0.013392857
chr33	220001	221001	0.013392857
chr33	232001	233001	0.013392857
chr33	236001	237001	0.013392857
chr33	244001	245001	0.013392857
chr33	251001	252001	0.013392857
chr33	255001	256001	0.013392857
chr33	262001	263001	0.013392857
chr33	263001	264001	0.013392857
chr33	264001	265001	0.013392857
chr33	270001	271001	0.013392857
chr33	271001	272001	0.013392857
chr33	272001	273001	0.013392857
chr33	294001	295001	0.013392857
chr33	302001	303001	0.013392857
chr33	303001	304001	0.013392857
chr33	323001	324001	0.013392857
chr33	339001	340001	0.013392857
chr33	341001	342001	0.013392857
chr33	342001	343001	0.013392857
chr33	352001	353001	0.013392857
chr33	364001	365001	0.013392857
chr33	369001	370001	0.013392857
chr33	383001	384001	0.013392857
chr33	384001	385001	0.013392857
chr33	388001	389001	0.013392857
chr33	416001	417001	0.013392857
chr33	422001	423001	0.013392857
chr33	426001	427001	0.013392857
chr33	450001	451001	0.013392857
chr33	451001	452001	0.013392857
chr33	474001	475001	0.013392857
chr33	477001	478001	0.013392857
chr33	481001	482001	0.013392857
chr33	482001	483001	0.013392857
