Chromosome	Start	Final	Expression
chr20	2612910	2613716	4.625369433
chr20	2614470	2616353	5.346074088
chr20	2618054	2619475	8.644123281
chr20	2620747	2621937	6.659461248
chr20	2622518	2623618	7.692532228
chr20	2624251	2625147	6.198027864
chr20	2625965	2628157	7.201882935
chr20	2628593	2629090	5.098997135
chr20	2629241	2629735	4.407636784
chr20	2630167	2631006	5.557896295
chr20	2631558	2631893	5.469175977
chr20	2633138	2633863	6.437453417
chr20	2637689	2641087	5.344567553
chr20	2641639	2642898	4.033372256
chr20	2643921	2644709	7.152162612
chr20	2646828	2648339	7.152162612
chr20	2649260	2650249	4.21614136
chr20	2651740	2652216	2.924981162
chr20	2653195	2656692	6.089305842
chr20	2657738	2658349	3.418310247
chr20	2660029	2661756	4.33381878
chr20	2664124	2667453	6.956015087
chr20	2670167	2671606	5.319313349
chr20	2673016	2674269	5.13762005
chr20	2676957	2678627	4.34585923
chr20	2679601	2680935	4.88466974
chr20	2682743	2686390	5.736509834
chr20	2688472	2691198	6.266181715
chr20	2692885	2695302	4.944830775
chr20	2696196	2697319	5.828990796
chr20	2698371	2700720	5.828990796
chr20	2701771	2702367	4.751334957
chr20	2702991	2705570	4.679038194
chr20	2706401	2707654	4.837515346
chr20	2709770	2709937	5.057045595
chr20	2710453	2713284	5.057045595
chr20	2714246	2714695	4.000195684
chr20	2715828	2716613	6.061485788
chr20	2717318	2718457	6.310243899
chr20	2720588	2735056	8.847646244
chr20	3256647	3257375	4.398724167
chr20	3257982	3259745	4.58098184
chr20	3262081	3265050	4.774035244
chr20	3265961	3268888	4.447664917
chr20	3269493	3272417	5.176701493
chr20	3273253	3279573	6.509937674
chr20	3280740	3285740	6.283733378
chr20	3286260	3288698	4.71649709
chr20	3291823	3293628	5.623898773
chr20	3294592	3295233	5.726799561
chr20	3296519	3297040	10.6663279
chr20	3297796	3299007	4.778359469
chr20	3299951	3300901	5.12829468
chr20	3301773	3305612	6.145585568
chr20	3306798	3307646	4.166376457
chr20	3308555	3309397	7.409952751
chr20	3309949	3311763	5.308251435
chr20	3312474	3313403	3.967148287
chr20	3314246	3315502	4.690025007
chr20	3316271	3317173	4.986707534
chr20	3318810	3320015	6.504221426
chr20	3321068	3322258	5.5983168
chr20	3323988	3325169	5.80108131
chr20	3325881	3328937	6.826227057
chr20	3329489	3329854	4.065780275
chr20	3330340	3333759	6.356263324
chr20	3334148	3334732	7.200342516
chr20	3335276	3336298	7.200342516
chr20	3337722	3338052	6.825163562
chr20	3339632	3342069	6.825163562
chr21	1	262	1.761421763
chr21	1070	1148	1.761421763
chr21	3670	4329	5.105182909
chr21	5647	6417	6.213618589
chr21	6871	7566	7.36361309
chr21	8985	9722	7.294325599
chr21	10996	11697	6.184467739
chr21	12595	13779	5.355452637
chr21	14401	15678	6.765591362
chr21	16550	17605	6.767829602
chr21	18494	19867	6.869602838
chr21	21934	22485	4.669293077
chr21	23413	23868	4.310333515
chr21	24701	25282	5.323599712
chr21	26045	30847	6.428639791
chr21	32217	34655	5.042687301
chr21	36881	41959	8.052416397
chr21	45216	47144	5.650887037
chr21	47921	48985	4.001027821
chr21	49587	51827	5.473492927
chr21	53040	55334	5.466947937
chr21	55872	60290	5.427467486
chr21	61408	63582	5.696610902
chr21	64460	67339	5.134355547
chr21	68148	69752	4.686357013
chr21	70282	70746	3.448702941
chr21	71346	73142	5.180817804
chr21	73908	75323	8.043625312
chr21	77914	79329	8.007789618
chr21	81711	83915	4.240019385
chr21	84658	88071	5.601332229
chr21	88746	90374	4.565262261
chr21	90920	94228	6.624229949
chr21	94787	95515	4.43080037
chr21	96213	97268	4.402739503
chr21	98112	98810	4.648642753
chr21	99913	103056	5.817697623
chr21	104082	105485	6.145906654
chr21	106624	107301	4.51274255
chr21	107843	108664	4.425859747
chr21	109125	111164	5.245366684
chr21	111879	112526	5.55605718
chr21	113541	114614	4.034682906
chr21	117387	119543	5.686786655
chr21	122043	125792	6.0580976
chr21	126866	128980	5.332274465
chr21	129809	131068	7.155764439
chr21	132521	133333	5.520317747
chr21	134695	135384	4.450317532
chr21	136165	138969	5.941637764
chr21	140306	143353	6.73386652
chr21	144346	145875	5.071334064
chr21	147352	148704	7.186490937
chr21	149962	150606	4.298734995
chr21	151582	153267	5.073512493
chr21	153961	155304	3.499892378
chr21	218897	219214	9.546374756
chr21	220161	220481	6.509945949
chr21	221021	223189	5.979659725
chr21	224275	225699	6.903851632
chr21	228469	229962	6.084004498
chr21	234061	237342	6.283343436
chr21	239217	240083	5.16979861
chr21	243765	250526	7.788291358
chr21	251989	254232	6.508724783
chr21	257968	262104	6.298659928
chr21	267727	270681	5.438128573
chr21	274134	282839	8.195867342
chr21	282882	284102	8.195867342
chr21	285944	286588	4.472197768
chr21	287671	288777	5.471330512
chr21	290564	291535	5.51774009
chr21	293743	295140	5.797753586
chr21	297818	298777	4.889034464
chr21	299710	300345	6.64345276
chr21	302787	303503	7.419803633
chr21	305941	312861	6.558953205
chr21	313670	314551	3.983646562
chr21	316209	323855	6.74735112
chr21	324517	326601	5.256520932
chr21	331361	334099	6.289809806
chr21	336404	338938	5.028793874
chr21	340162	343971	5.839178199
chr21	345271	348135	6.785865355
chr21	349000	349326	4.326368634
chr21	350227	350838	4.665818227
chr21	352017	356696	5.689183132
chr21	357813	358059	4.698052374
chr21	358105	359651	4.698052374
chr21	361461	363386	5.268632425
chr21	364325	365572	4.067658792
chr21	365985	367277	5.503676558
chr21	367960	368772	5.517495094
chr21	369353	369751	11.04944976
chr21	370360	370758	9.538319798
chr21	372003	373007	6.823500712
chr21	374662	375984	4.749522525
chr21	377368	381663	6.449276297
chr21	382785	384773	5.382039525
chr21	385805	391207	7.593230846
chr21	392648	393076	4.378648553
chr21	393974	400180	5.404611038
chr21	401349	402761	4.972992729
chr21	403439	404386	5.035133149
chr21	406061	408511	5.418343398
chr21	410776	417165	6.49843456
chr21	419511	420083	10.83726704
chr21	421300	421731	9.445216202
chr21	422823	423254	9.222304992
chr21	425705	426610	6.63309402
chr21	428323	429978	6.897240102
chr21	700442	700957	5.278043558
chr21	701549	702625	6.262550677
chr21	703554	704360	7.227145827
chr21	705430	706722	8.040423281
chr21	708111	709022	7.556241159
chr21	709956	710705	10.00879199
chr21	711629	712168	5.805928988
chr21	713707	714246	5.772406483
chr21	715690	717084	7.005147792
chr21	717650	717928	9.266291919
chr21	718720	719454	6.092779496
chr21	720822	722198	4.555360809
chr21	722911	725625	7.164811587
chr21	726672	726872	7.164811587
chr21	730797	732128	11.7334149
chr21	734039	735925	5.077601364
chr21	736365	736622	3.690917861
chr21	1927	2250	1.169375745
chr21	157073	160528	5.420319076
chr21	161975	162994	5.909851456
chr21	164928	166112	5.196168472
chr21	166998	167288	4.528570127
chr21	168790	170115	4.353129245
chr21	170794	172179	4.314049888
chr21	173439	174593	4.793339862
chr21	175714	177324	5.586193062
chr21	178137	180209	4.997906955
chr21	181048	182073	5.578466455
chr21	182130	183323	5.578466455
chr21	185311	187080	5.414642814
chr21	188131	190050	4.016721549
chr21	191549	192532	4.477181566
chr21	193884	194894	4.680766972
chr21	195970	197337	4.770005316
chr21	198206	198652	4.236736585
chr21	202528	204393	4.966298703
chr21	206054	208033	6.643683092
chr21	210116	211048	6.299781622
chr21	241130	241483	4.16720935
chr21	301518	301898	4.928593789
chr21	431705	433786	4.40065826
chr21	435023	440374	6.379077482
chr21	441187	443034	5.518835022
chr21	443650	445539	5.185404572
chr21	446085	447023	4.459933243
chr21	448052	453325	5.897431768
chr21	457131	460448	7.054118304
chr21	463535	464920	6.779180469
chr21	466173	466976	4.284446478
chr21	467870	470200	4.433815757
chr21	472082	472963	5.703059648
chr21	474596	475450	4.819272338
chr21	476974	481317	6.528888157
chr21	484474	486153	5.833350582
chr21	487870	491658	6.77923043
chr21	494890	495864	6.68413699
chr21	497142	498614	5.534334615
chr21	499956	502475	6.444970299
chr21	506100	508124	4.738865351
chr21	509668	510444	5.470294772
chr21	513347	514168	4.081016345
chr21	516870	518909	5.247562884
chr21	519912	520988	5.404063442
chr21	521600	522085	5.093751864
chr21	523347	528056	6.587885071
chr21	531341	532792	5.347410943
chr21	534377	539143	9.084447495
chr21	540557	541729	7.202674664
chr21	543458	546607	6.312768648
chr21	549599	550660	5.57754573
chr21	553533	555323	5.338585638
chr21	556358	557368	4.259816658
chr21	558196	559005	4.228098664
chr21	560567	562006	7.204360574
chr21	564263	564928	4.151029838
chr21	566432	569542	5.650806463
chr21	570239	572341	4.963303466
chr21	573407	574453	4.873259709
chr21	575438	578098	8.16035263
chr21	581109	583139	5.633953591
chr21	583886	585520	5.212617295
chr21	586191	590567	7.164604033
chr21	593946	594758	4.415267814
chr21	595493	597520	6.06558976
chr21	601198	606999	6.934782642
chr21	608476	608997	10.66349904
chr21	610229	611860	6.366550697
chr21	614500	615807	6.971006585
chr21	617482	618669	6.893643283
chr21	620532	621653	4.75556677
chr21	629721	631001	5.586525251
chr21	634418	636025	6.200027925
chr21	638439	640841	7.179052194
chr21	642451	643902	5.674540019
chr21	645943	646968	5.857771957
chr21	647952	650747	5.767051549
chr21	653577	655421	5.890144964
chr21	661948	663933	7.251929055
chr21	665313	666704	5.612755607
chr21	668542	669285	5.370901947
chr21	670030	670443	3.889380011
chr21	672876	673355	6.111199694
chr21	675040	676062	5.717194707
chr21	676888	677415	5.451934993
chr21	678147	679142	5.6071528
chr21	680831	682330	5.634435382
chr21	683708	684631	5.353120086
chr21	685669	687000	5.22873395
chr21	692627	694333	6.244546648
chr21	694898	695653	5.957380004
chr21	696092	696787	7.834725443
chr21	697544	698017	8.34767124
chr21	698432	698833	9.993426204
chr22	1	467	0
chr22	9841	10212	7.772640553
chr22	319488	320135	6.153385657
chr22	320970	321992	6.198518734
chr22	324804	325145	2.450086838
chr22	325296	328247	4.620945978
chr22	331046	332845	5.569281383
chr22	334226	338296	6.344246246
chr22	340592	341431	4.923980162
chr22	342705	344636	4.416076124
chr22	345880	346248	4.198591894
chr22	348886	351663	5.76097498
chr22	353431	355098	6.866148436
chr22	357307	359895	4.356574164
chr22	361386	363554	5.242484812
chr22	365211	367415	5.551782435
chr22	371436	372512	6.622189926
chr22	376290	380555	5.947843537
chr22	383044	388830	6.474417344
chr22	391190	393964	5.458160497
chr22	394975	398622	5.862588055
chr22	400001	401764	4.269079275
chr22	403965	405731	6.026598275
chr22	407268	408746	4.763681904
chr22	409585	413280	6.582262931
chr22	414766	416805	5.188621148
chr22	418122	421016	6.110199545
chr22	422377	422688	4.29616076
chr22	423946	426306	5.173079004
chr22	427265	428032	4.68858574
chr22	429295	431436	5.55255421
chr22	433714	440535	6.444744681
chr22	442360	453598	7.682651992
chr22	453638	459372	7.682651992
chr22	460354	461808	4.756325354
chr22	462474	463763	4.961817039
chr22	464567	465868	5.917389914
chr22	467399	470398	8.067776538
chr22	471441	472793	5.038181294
chr22	473498	476338	6.934359431
chr22	477816	479159	5.007732949
chr22	479807	480499	4.867732627
chr22	481380	482354	5.269920842
chr22	485041	489684	4.875946891
chr22	490167	490658	3.277696608
chr22	603581	604625	7.689707695
chr22	605037	608145	7.689707695
chr22	608239	608671	7.689707695
chr22	609572	611071	6.374018652
chr22	612658	613185	10.44662774
chr22	613783	614517	4.752541493
chr22	615205	618093	7.299683235
chr22	620198	622048	7.100295872
chr22	622458	622985	10.178889
chr22	625950	626939	5.868815523
chr22	632126	633160	5.48930847
chr22	633958	635049	5.332947697
chr22	636027	640652	6.380044975
chr22	643216	645642	7.642360586
chr22	650114	652306	5.105870211
chr22	654220	662619	7.524242747
chr22	664323	665339	5.834756545
chr22	666760	667077	6.332239558
chr22	668148	669305	5.995878724
chr22	670040	671890	4.917471538
chr22	672867	673472	4.125396861
chr22	674848	677454	5.713781054
chr22	678193	678945	5.855109
chr22	679027	680328	5.855109
chr22	3158	5086	7.598530697
chr22	10921	11355	3.432846399
chr22	11972	12538	10.12928682
chr22	13700	14530	5.713615276
chr22	15174	16844	6.622034731
chr22	17966	20284	5.532589955
chr22	21192	22061	5.548639167
chr22	24201	25196	6.578288253
chr22	25895	29026	5.554796502
chr22	42171	42902	6.095161379
chr22	46100	48070	6.169032631
chr22	48696	49103	4.456368335
chr22	49953	50687	5.858306857
chr22	52294	52785	4.659718277
chr22	52964	53161	4.659718277
chr22	54747	56117	6.352110195
chr22	57140	58564	3.772876424
chr22	61762	62784	6.188226085
chr22	65776	69327	6.509269862
chr22	73449	74228	5.740818663
chr22	77799	79142	4.417047288
chr22	80649	85262	6.373886085
chr22	86622	89306	7.241776313
chr22	96151	97605	7.782741627
chr22	98943	99932	7.139611161
chr22	102122	102898	5.160257402
chr22	107824	108672	5.38827441
chr22	114670	116958	6.080269157
chr22	118296	119693	6.733891798
chr22	121112	122800	5.358619357
chr22	124324	126360	5.524526642
chr22	127798	128853	5.407663437
chr22	130461	133655	5.848317022
chr22	139760	141133	6.103184865
chr22	141965	142717	5.830092367
chr22	143906	144937	6.080502895
chr22	145682	146506	4.251970641
chr22	147625	151470	6.09894929
chr22	152478	153833	4.872782937
chr22	155538	157700	5.540115538
chr22	161407	165018	7.35396826
chr22	170002	170460	9.601436699
chr22	171495	175355	6.559390514
chr22	177308	178180	5.038176108
chr22	179006	179464	9.387945225
chr22	181125	182387	5.346967426
chr22	183318	185111	5.435176685
chr22	188519	190690	6.72603031
chr22	192849	194399	5.926215894
chr22	195122	197053	5.230019515
chr22	198011	201397	6.741577774
chr22	202676	203992	5.152225541
chr22	204545	207235	7.29074125
chr22	208125	210797	6.163640029
chr22	212675	213988	6.542042397
chr22	216385	216936	4.666255255
chr22	217976	219454	5.267426249
chr22	220136	221509	4.599055753
chr22	224072	224854	5.277197409
chr22	227005	228339	5.666968454
chr22	229981	233403	6.469120261
chr22	237193	242511	6.272486299
chr22	244090	245631	6.029878308
chr22	247083	250766	5.765669279
chr22	253216	253686	4.895280102
chr22	254547	254846	4.465020479
chr22	256580	258379	5.577792268
chr22	261298	263622	7.521205513
chr22	264414	264905	3.913216126
chr22	265073	267742	6.775007007
chr22	268534	273381	6.567331361
chr22	274929	275837	4.506850201
chr22	276558	279926	5.043907707
chr22	282228	283478	6.932756605
chr22	291634	293412	5.325233613
chr22	300015	303470	3.374371502
chr22	308942	309304	5.004070327
chr22	311264	312133	7.311296839
chr22	313718	314581	9.633168438
chr22	315648	316936	9.633168438
chr22	317039	317378	9.633168438
chr22	491501	491752	4.664974014
chr22	491830	494373	4.664974014
chr22	495658	498204	5.967147546
chr22	500104	501459	5.181502031
chr22	502620	505877	4.252277021
chr22	507440	508681	4.138376554
chr22	510056	511225	5.86609121
chr22	513279	514436	6.527656432
chr22	516087	516545	4.347905777
chr22	522812	525958	6.520617374
chr22	527097	529743	9.763184408
chr22	529799	539082	9.763184408
chr22	542585	547630	8.150407421
chr22	547783	552141	8.150407421
chr22	552193	552771	8.150407421
chr22	552823	552952	8.150407421
chr22	552998	554238	8.150407421
chr22	556933	558666	5.089131835
chr22	560546	561739	5.909071425
chr22	564992	566080	7.800697185
chr22	567337	569127	6.939856648
chr22	571124	571930	6.796957863
chr22	572724	573932	5.42056619
chr22	574866	576359	6.265629491
chr22	578159	578608	5.131700728
chr22	582223	583107	4.992987048
chr22	584087	584422	4.742218272
chr22	589389	590909	6.948061144
chr22	591649	592338	4.033166483
chr22	594104	594718	7.539674462
chr22	595166	596503	6.173772393
chr22	596855	597622	5.284668665
chr22	683414	683871	0
chr23	2506	4347	7.663843779
chr23	5808	7109	7.111766281
chr23	7742	8620	5.142897438
chr23	8982	10418	5.17519071
chr23	11177	11857	7.905855095
chr23	12676	13548	5.484730895
chr23	14127	14654	5.093379726
chr23	15157	16155	5.73318327
chr23	16741	18000	7.733265189
chr23	19525	20565	5.070009394
chr23	21406	22188	5.53018892
chr23	23556	24695	6.960960416
chr23	27891	37019	7.054025641
chr23	40477	41055	4.72348685
chr23	41669	42169	4.455960759
chr23	44110	45342	5.38295482
chr23	48619	49719	4.576355275
chr23	50426	52006	4.891953834
chr23	52833	53516	4.414421674
chr23	54237	55049	4.332452191
chr23	56736	57047	3.512177178
chr23	58696	59073	4.708524821
chr23	60721	61212	6.818905998
chr23	64645	69324	7.176479873
chr23	72700	77382	7.206930216
chr23	79510	79938	4.243197694
chr23	80707	81387	4.376755703
chr23	84256	84813	5.048627265
chr23	85877	86446	3.991529446
chr23	88132	92847	7.316753214
chr23	93783	95042	7.285226418
chr23	98733	99602	4.729992154
chr23	100431	103877	6.216055274
chr23	104843	105838	5.13995396
chr23	106580	108052	6.150122588
chr23	109339	113256	5.349529198
chr23	114597	115418	4.118700519
chr23	116392	117054	4.625819847
chr23	117851	118177	4.49108927
chr23	121294	122199	5.264799325
chr23	123148	124248	5.041337794
chr23	124969	125772	6.354756072
chr23	127194	128252	7.312756117
chr23	131798	132154	4.805094975
chr23	135211	138918	7.990565461
chr23	140527	146418	6.693007769
chr23	148474	152289	5.744849895
chr23	152731	153153	4.509184183
chr23	154421	155647	5.627988227
chr23	157824	158777	4.559518807
chr23	160875	164189	7.423782084
chr23	168591	169394	4.559869904
chr23	170107	171159	3.605483388
chr23	171963	176234	6.743070467
chr23	176832	177434	4.215892294
chr23	179121	180137	5.832673457
chr23	181224	182063	5.111313426
chr23	182777	183073	6.567899483
chr23	184781	185845	4.015760065
chr23	187444	188301	4.7822854
chr23	189660	191777	7.735416343
chr23	193234	194160	5.17738557
chr23	195020	198232	5.769283317
chr23	200810	203533	5.45944703
chr23	205535	206932	2.96441668
chr23	208611	209714	5.580511558
chr23	210978	212081	5.881748225
chr23	212808	214646	3.953207116
chr23	215187	216977	3.708686246
chr23	536713	537084	4.241192816
chr23	537366	538898	6.43829872
chr23	540038	541177	5.896730441
chr23	542536	544131	4.77230478
chr23	546060	547529	4.78610925
chr23	548578	549540	4.3637755
chr23	550925	552580	6.389993165
chr23	554503	555081	3.832823398
chr23	555938	558337	5.338502018
chr23	559694	563764	4.760713636
chr23	566580	571160	6.233177242
chr23	572054	572665	3.813252
chr23	573599	574720	6.270394123
chr23	575923	577014	5.615759482
chr23	579093	582134	4.824904893
chr23	584872	588774	4.668242357
chr23	592267	594288	6.955330196
chr23	596398	597306	8.021492453
chr23	600095	614368	7.647167395
chr23	615743	616312	4.492387695
chr23	617549	626728	5.992765329
chr23	627592	629640	5.246345668
chr23	630536	632644	3.70443397
chr23	633538	634785	5.400255349
chr23	637261	638460	5.372659125
chr23	641601	648356	5.755853808
chr23	649169	649666	3.353129107
chr23	650310	650951	3.733095444
chr23	654309	655052	5.081954915
chr23	657275	658150	4.898901884
chr23	659031	660515	5.170555711
chr23	662849	664702	4.340510317
chr23	666219	671378	6.112694115
chr23	672971	673828	4.269859813
chr23	674935	675654	4.43979451
chr23	676409	678430	4.511551662
chr23	679167	679559	2.617887152
chr23	680306	680722	3.992878648
chr23	682110	683315	5.207674779
chr23	684092	684844	4.434887383
chr23	685909	686757	6.165931208
chr23	688177	690726	4.238374991
chr23	692267	693124	4.141743697
chr23	697312	698784	6.220299208
chr23	700681	701130	9.010705279
chr23	702930	704498	5.944751727
chr23	705523	706182	5.689980504
chr23	706902	707639	7.644923965
chr23	709126	710043	5.835952335
chr23	710858	711172	3.77254425
chr23	712512	713918	3.336354671
chr23	714867	717194	5.818569645
chr23	718653	719822	4.316091038
chr23	722513	725044	5.195245058
chr23	726044	728926	5.73734989
chr23	729868	732252	4.491507981
chr23	736069	737088	3.199147305
chr23	738200	740977	5.057923485
chr23	742186	742653	4.871622154
chr23	220097	230035	6.835464893
chr23	233157	233630	4.848927233
chr23	234235	235377	5.397385029
chr23	237760	238476	10.65160319
chr23	242090	245224	5.778464367
chr23	249608	251884	5.64832075
chr23	253075	256308	6.02131004
chr23	257541	260975	4.721553901
chr23	262569	263798	5.556444982
chr23	267424	268209	5.230448607
chr23	271138	273363	7.221802423
chr23	276109	278151	6.218842074
chr23	281184	281351	4.657323776
chr23	283378	284268	4.657323776
chr23	291552	295613	6.233018523
chr23	298626	300452	7.12771354
chr23	302026	302679	4.332865202
chr23	304726	307386	5.525440912
chr23	309113	310237	6.009749197
chr23	312479	314527	4.432880799
chr23	318297	319607	6.373460179
chr23	320830	321171	3.637980796
chr23	324932	327019	7.86561782
chr23	335738	337552	3.335075824
chr23	349149	350948	4.747495823
chr23	356550	358124	5.586597413
chr23	361442	363916	6.452269422
chr23	366516	367562	4.171021164
chr23	368552	368926	4.073202507
chr23	369908	374182	5.59527726
chr23	379787	382567	7.501962021
chr23	384092	386710	5.864657501
chr23	387406	388389	5.717404191
chr23	390008	391567	5.593204079
chr23	392445	393809	5.517136477
chr23	395353	399852	6.730067865
chr23	408444	408731	3.711555452
chr23	408820	410403	6.878507841
chr23	411417	413903	7.191536351
chr23	415668	418409	5.94947548
chr23	419168	420190	7.372843809
chr23	422397	422774	4.470478127
chr23	424087	425499	5.751257731
chr23	426469	435096	7.191418175
chr23	435957	438050	5.519525795
chr23	438587	440692	5.519525795
chr23	441597	442070	4.205213971
chr23	442810	444507	5.358905088
chr23	446159	448255	5.567120935
chr23	450604	451770	7.323964247
chr23	454150	455061	7.607866205
chr23	456850	459075	7.248739473
chr23	461402	462100	6.075216327
chr23	464697	467969	5.717291213
chr23	474250	474603	7.400426257
chr23	481205	481822	6.792796625
chr23	485314	485580	6.329896464
chr23	486942	488615	6.33316941
chr23	489898	491985	5.714050749
chr23	492615	493964	5.624884114
chr23	494698	495960	6.151606279
chr23	496596	497963	6.008900923
chr23	498804	500822	6.022817349
chr23	502313	503776	7.167956778
chr23	507731	510103	7.13155059
chr23	511731	513788	5.685105439
chr23	515117	517087	5.569635363
chr23	518978	519423	5.6401314
chr23	519499	520309	5.6401314
chr23	521963	525991	7.074138723
chr23	528364	530037	7.286928354
chr23	530702	531415	7.286928354
chr23	531674	532060	7.286928354
chr23	564879	565328	3.085830846
chr23	744084	744575	0
chr24	3041	4396	6.741617669
chr24	5074	6525	6.623748575
chr24	7909	8409	9.619207746
chr24	8878	10278	5.117099639
chr24	10891	12120	6.766700029
chr24	13055	14332	6.440045731
chr24	15134	16570	5.500601968
chr24	17153	17821	4.775860021
chr24	18661	19500	5.623395121
chr24	20420	21736	5.852627509
chr24	22547	24214	6.28589067
chr24	26166	27346	7.601203126
chr24	28229	28949	7.601203126
chr24	30728	31597	4.247164289
chr24	32489	33217	5.50124169
chr24	34053	35660	3.705123042
chr24	36739	39180	5.671177972
chr24	42124	42831	5.977713117
chr24	43924	44937	4.296513664
chr24	45883	46902	5.057143518
chr24	48517	50148	4.700597062
chr24	51183	52586	4.88405303
chr24	53625	55442	4.39212106
chr24	56589	66113	6.998485801
chr24	66991	71139	5.689227128
chr24	71968	74028	5.548955204
chr24	78224	79381	5.421078278
chr24	81652	87012	6.567483194
chr24	88035	88994	2.858085401
chr24	90681	92330	6.619262219
chr24	94776	97745	5.209342712
chr24	98688	101615	5.467420365
chr24	103118	103888	4.242165127
chr24	106621	108033	5.872354023
chr24	113479	114834	6.371976255
chr24	119827	121122	5.097574596
chr24	123362	126337	5.72708009
chr24	128939	130810	5.022065943
chr24	132143	134125	5.26450271
chr24	135490	137736	4.582752268
chr24	138779	139702	5.309045805
chr24	140868	144602	4.677836192
chr24	146934	151055	6.511764034
chr24	154097	158215	6.104794238
chr24	161125	162024	4.493263723
chr24	162699	163964	5.190099189
chr24	168838	172500	6.651668123
chr24	173902	179253	5.907448665
chr24	180187	180903	3.940649454
chr24	181666	183996	4.723761707
chr24	185449	187827	5.954419533
chr24	189518	190201	3.356280857
chr24	191270	192958	4.389125872
chr24	194012	195547	4.679143779
chr24	196297	196689	4.22329117
chr24	197417	197770	6.069652847
chr24	199284	200369	6.696341182
chr24	201343	203406	3.830956002
chr24	207281	212542	5.097781991
chr24	214005	217268	4.055965812
chr24	218167	220590	5.543270437
chr24	221819	222142	4.29232921
chr24	224121	225854	6.546447636
chr24	228296	231283	6.40116381
chr24	232221	234512	6.234068774
chr24	234956	238912	6.523592437
chr24	241252	242868	10.85219943
chr24	246753	247214	3.354695548
chr24	248046	250931	5.327081799
chr24	252004	253245	4.848304577
chr24	253834	254091	4.459302524
chr24	255116	256675	6.084369869
chr24	258132	261368	5.273232161
chr24	262560	263540	4.456718062
chr24	265816	269208	6.700830128
chr24	270128	271843	5.948631882
chr24	275070	276791	6.732398777
chr24	279122	280012	4.025399283
chr24	280576	282294	4.550295871
chr24	282942	284711	3.750225136
chr24	285423	287177	4.761196559
chr24	288089	296320	6.219791115
chr24	297594	300029	5.896761671
chr24	301413	302126	4.562628501
chr24	303314	304069	5.543918472
chr24	305491	306537	5.358053578
chr24	307139	307822	5.083691231
chr24	309063	309416	3.043018703
chr24	311143	314613	4.975295717
chr24	315326	318796	4.157576184
chr24	319809	322214	4.927856706
chr24	322706	324070	4.162079121
chr24	324716	327505	4.847177451
chr24	328125	328472	3.115911777
chr24	329391	330680	4.488724237
chr24	331834	334866	4.438153421
chr24	335463	337718	3.573302814
chr24	339112	343794	5.374303958
chr24	344571	346550	4.511110921
chr24	347209	348852	4.72446374
chr24	349795	351078	5.151372284
chr24	352309	355341	4.308252325
chr24	355976	356608	5.201381797
chr24	357539	360295	6.166037945
chr24	361632	365525	4.88708936
chr24	366332	367858	4.734164181
chr24	368887	369657	6.133591885
chr24	369813	376427	6.133591885
chr24	377267	378568	4.214638377
chr24	380165	381748	6.869651126
chr24	383127	386393	5.677377743
chr24	387749	391333	6.209901351
chr24	391829	392533	4.426903185
chr24	394006	394758	3.799890013
chr24	395522	398290	5.103064555
chr24	399768	402296	4.930563849
chr24	403229	406666	4.862195469
chr24	407680	408714	4.976778563
chr24	409428	413963	6.221247038
chr24	415089	418019	6.035156005
chr24	419268	420044	4.644840391
chr24	421756	425277	5.692099387
chr24	425828	426586	3.540676602
chr24	428078	429019	4.577015844
chr24	430570	431544	5.878166759
chr24	432263	432586	4.783795233
chr24	435329	436088	6.162267672
chr24	436144	436952	6.162267672
chr24	438917	440782	4.856094704
chr24	442032	443861	5.353090341
chr24	445634	446197	7.026873196
chr24	448494	449012	4.778424423
chr24	450959	451483	6.749105118
chr24	455334	455897	8.190628375
chr24	459253	463398	5.635503207
chr24	464423	466849	3.554192052
chr24	471006	471770	5.653173772
chr24	472155	472748	5.617884503
chr24	473039	473632	6.123295187
chr24	474616	476820	5.373636738
chr24	476926	477276	5.373636738
chr24	477785	480451	5.518802369
chr24	482435	485149	6.630545211
chr24	485928	486395	6.133105367
chr24	487611	489248	4.606857735
chr24	491431	492618	5.670977867
chr24	494785	495789	5.929285543
chr24	497640	498242	4.54617229
chr24	500509	503379	7.282292321
chr24	504350	508474	6.246290916
chr24	510487	516537	7.666497233
chr24	516695	516790	7.666497233
chr24	516919	517369	7.666497233
chr24	517426	517541	7.666497233
chr24	517555	518749	7.666497233
chr24	518904	518986	7.666497233
chr24	519046	520356	7.666497233
chr24	521049	523793	4.311484476
chr24	524560	526452	5.028487161
chr24	529354	530928	4.834827072
chr24	531621	533453	5.809176731
chr24	535610	545290	7.222873174
chr24	547265	548998	5.789719401
chr24	550170	552146	7.419946839
chr24	552236	555656	7.419946839
chr24	555738	556270	7.419946839
chr24	556343	556707	7.419946839
chr24	556783	556807	7.419946839
chr24	557093	558043	7.419946839
chr24	558113	558958	7.419946839
chr24	561717	563597	5.69336246
chr24	564128	565471	5.468753445
chr24	566545	567057	7.185590728
chr24	568592	572038	5.410311171
chr24	573747	579620	6.101733979
chr24	580565	581065	5.297548541
chr24	581776	582843	5.890018206
chr24	582897	584639	5.890018206
chr24	585378	587180	7.204695931
chr24	595027	597429	4.617928375
chr24	605718	606908	5.33914945
chr24	607703	609373	5.080768045
chr24	612167	612526	4.639616694
chr24	613759	614907	6.323202219
chr24	615742	616290	6.499481278
chr24	617605	619428	6.872607725
